character,round,image_number,frame_id,pose_index,action,output_file,source_sha256,crop_source,crop_x,crop_y,crop_w,crop_h,output_sha256,source_replaced,manual_applied
蘸醬胡渣狗,ROUND_1,5,55,5,下段「低頭撿飯」,蘸醬胡渣狗/ROUND_1/09_下段「低頭撿飯」/55.webp,8aed18bbe0a84daa962b83493268f536b0bed57114ede2f293dd7eafb66039d4,detected_or_manifest,283,470,11,9,7a7ceb9dffc059afbd4b571f4c724e34b7b7b524d14434340c3b70dcb2a41db9,False,False
蘸醬胡渣狗,ROUND_1,5,56,6,下段「低頭撿飯」,蘸醬胡渣狗/ROUND_1/09_下段「低頭撿飯」/56.webp,8aed18bbe0a84daa962b83493268f536b0bed57114ede2f293dd7eafb66039d4,detected_or_manifest,558,279,203,188,c01651e08830b80b87c8bb11099853d609fb67611ab8776f83f0fff82f33e59d,False,False
蘸醬胡渣狗,ROUND_1,8,83,3,中段受擊,蘸醬胡渣狗/ROUND_1/19_中段受擊/83.webp,8f91f9d9aa9a3df3fdf889a4f599e6b558890d0cce5a11e78034d29b7a3a5dea,detected_or_manifest,523,0,221,247,5e68e983af05e144b25d3c1af0d135f53c30adfebcafb1e7b0de16337ef2a1cf,False,False
蘸醬胡渣狗,ROUND_1,8,84,4,下段受擊,蘸醬胡渣狗/ROUND_1/20_下段受擊/84.webp,8f91f9d9aa9a3df3fdf889a4f599e6b558890d0cce5a11e78034d29b7a3a5dea,detected_or_manifest,31,257,221,225,f69c69fd95ffd4cb2a49e8f31ae6034fa92e7ad5b4a35cd079a8480479c62dd8,False,False
蘸醬胡渣狗,ROUND_1,9,92,2,裝滿醬的破碗 Master,蘸醬胡渣狗/ROUND_1/24_裝滿醬的破碗_Master/92.webp,6e7e1d2327f9bcb24ce21c42f317bf1c5f94b6dab751f365c718aeb1f8c68e7a,detected_or_manifest,280,31,220,214,faf99fbb265beeb5ca027858689894a87ab144ae814450b9fa7a66e551857093,False,False
蘸醬胡渣狗,ROUND_1,9,93,3,標準黏醬材質,蘸醬胡渣狗/ROUND_1/25_標準黏醬材質/93.webp,6e7e1d2327f9bcb24ce21c42f317bf1c5f94b6dab751f365c718aeb1f8c68e7a,detected_or_manifest,527,6,212,242,eddd9cb9a93e98d1b63442eee4f25e55a23ae7285c4ce0cc6aa9a977ea7f2702,False,False
蘸醬胡渣狗,ROUND_1,9,94,4,小型醬汁滴落群,蘸醬胡渣狗/ROUND_1/26_小型醬汁滴落群/94.webp,6e7e1d2327f9bcb24ce21c42f317bf1c5f94b6dab751f365c718aeb1f8c68e7a,detected_or_manifest,23,255,204,246,3140d86c4371b3d04d01266879288ccb2214a566d51425a64d43af4848da50c3,False,False
蘸醬胡渣狗,ROUND_1,9,95,5,「低頭撿飯」小食物碎屑,蘸醬胡渣狗/ROUND_1/27_「低頭撿飯」小食物碎屑/95.webp,6e7e1d2327f9bcb24ce21c42f317bf1c5f94b6dab751f365c718aeb1f8c68e7a,detected_or_manifest,336,282,144,127,5b740bdd9b81e6fabed0c6f1bdae941dc3e4fdb42abccc7a8e9d42dc69c751f0,False,False
蘸醬胡渣狗,ROUND_2,1,11,1,前衝,蘸醬胡渣狗/ROUND_2/01_前衝/11.webp,e77d81395d4aec3be85031dcb16a857da451b7cb3507e3f29553a591a84fad01,detected_or_manifest,11,51,241,204,1590f81fc9b38ef02c295165ed304dc2283c605d27ab446363138cc0330c05f5,False,False
蘸醬胡渣狗,ROUND_2,1,13,3,前衝,蘸醬胡渣狗/ROUND_2/01_前衝/13.webp,e77d81395d4aec3be85031dcb16a857da451b7cb3507e3f29553a591a84fad01,manual,523,40,228,213,acefb7fcd319b9e76cba03d38797c87fec33164362a13786bedaeb80d87dbc87,False,True
蘸醬胡渣狗,ROUND_2,1,14,4,後撤,蘸醬胡渣狗/ROUND_2/02_後撤/14.webp,e77d81395d4aec3be85031dcb16a857da451b7cb3507e3f29553a591a84fad01,detected_or_manifest,20,256,200,218,ae324eb95bb2b3baeeef4a5430ef5efc0308d4f9dd8c63c3a10c302b25da6275,False,False
蘸醬胡渣狗,ROUND_2,2,23,3,投技「有飯一起滾」,蘸醬胡渣狗/ROUND_2/03_投技「有飯一起滾」/23.webp,8bc578f7dacc1bb98161bab324c75820c23e58529c46a2b8b708324d574860ec,detected_or_manifest,528,15,229,232,a8cbeff2e6ee2b9e53657a1b9e2050a6fcdacbced8f772d8a78f8a387a2b1097,False,False
蘸醬胡渣狗,ROUND_2,2,24,4,投技「有飯一起滾」,蘸醬胡渣狗/ROUND_2/03_投技「有飯一起滾」/24.webp,8bc578f7dacc1bb98161bab324c75820c23e58529c46a2b8b708324d574860ec,detected_or_manifest,18,258,236,238,84541b31683001127cec14c03445ecf6b262577a58d30361b098693934730ec6,False,False
蘸醬胡渣狗,ROUND_2,2,25,5,投技「有飯一起滾」,蘸醬胡渣狗/ROUND_2/03_投技「有飯一起滾」/25.webp,8bc578f7dacc1bb98161bab324c75820c23e58529c46a2b8b708324d574860ec,detected_or_manifest,267,262,232,215,718afaa39b9d5135b0e04ef045be148a5c01692b13054a5bcae9428099e41f48,False,False
蘸醬胡渣狗,ROUND_2,3,32,2,被摔空中,蘸醬胡渣狗/ROUND_2/05_被摔空中/32.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,259,28,239,205,ec8badd8db60d5114aab6e4fc34d69800ef79edad8b08cb079eee08bf4be8eed,False,False
蘸醬胡渣狗,ROUND_2,3,33,3,落地前,蘸醬胡渣狗/ROUND_2/06_落地前/33.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,549,11,192,236,74c53fa3cda2b490627f184ed7f642f83b0e60e86ebeddc0fd3ef9f334d3ad6c,False,False
蘸醬胡渣狗,ROUND_2,3,37,7,起身前段,蘸醬胡渣狗/ROUND_2/10_起身前段/37.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,manual,0,522,251,223,3fe42d1d7233c73fdb31757bfad7e7dae496455d7aa6dfd9c8faf87ec3706a36,False,True
蘸醬胡渣狗,ROUND_2,3,39,9,KO「沒飯了」,蘸醬胡渣狗/ROUND_2/12_KO「沒飯了」/39.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,manual,513,511,237,207,a5816d00d4c86fa51b8939bc79c1b445a8b7652b840baae1eb383d79b25e1055,False,True
蘸醬胡渣狗,ROUND_2,4,41,1,Charge Start,蘸醬胡渣狗/ROUND_2/13_Charge_Start/41.webp,e576922881c0889ad25bf772ac84cfda1bc43349ab95e034bf3249b16ab4eb86,detected_or_manifest,48,38,180,218,081c8c4e745d2d35b4179bec19c46323c6acaf781d88b2acb549ba70bb509562,False,False
蘸醬胡渣狗,ROUND_2,4,42,2,Charge Loop,蘸醬胡渣狗/ROUND_2/14_Charge_Loop/42.webp,e576922881c0889ad25bf772ac84cfda1bc43349ab95e034bf3249b16ab4eb86,detected_or_manifest,290,31,176,216,13c72001cadff8370a77a02ab57ed8611c089ca960288d87a0ebb4d83ad8d47f,False,False
蘸醬胡渣狗,ROUND_2,4,44,4,放招準備,蘸醬胡渣狗/ROUND_2/16_放招準備/44.webp,e576922881c0889ad25bf772ac84cfda1bc43349ab95e034bf3249b16ab4eb86,detected_or_manifest,32,259,224,205,1684fc7b953b9373b89572eff5cfc50e2f3b023fc4ca4f7b91088563243d4a14,False,False
蘸醬胡渣狗,ROUND_2,6,61,1,Ultimate 啟動,蘸醬胡渣狗/ROUND_2/22_Ultimate_啟動/61.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,0,19,257,236,2054f12e9abc13e1a25232357871f9574d47355e29c02167bbd9970e0b02d895,False,False
驚嚇小貓,ROUND_1,2,26,6,後走,驚嚇小貓/ROUND_1/03_後走/26.webp,3db6cd3e96fc040804bdd9e091d44fbf59d30fe0fefcb2be21bde4510e125ddd,detected_or_manifest,512,267,252,191,90a9a1fc4e13d33fca458067de285bf7134f435a24ce6250a5fd51ed2e6dcdbc,False,False
驚嚇小貓,ROUND_1,6,63,3,下段「尾巴被踩到了！」,驚嚇小貓/ROUND_1/09_下段「尾巴被踩到了！」/63.webp,334707b2b50fbeb587a491ce485aba2619ec2796b27b086fed16c426f2dc21b8,detected_or_manifest,511,59,242,170,bf1439daa5d86d5662fd292ded2cc6f0ea5fc526066425381647786649dcf9cb,False,False
驚嚇小貓,ROUND_1,6,66,6,下段「尾巴被踩到了！」,驚嚇小貓/ROUND_1/09_下段「尾巴被踩到了！」/66.webp,334707b2b50fbeb587a491ce485aba2619ec2796b27b086fed16c426f2dc21b8,detected_or_manifest,515,257,247,194,de6491479bd14ad6aeef5fe674ff966b9053fee7db4cae64d246b8213ecb8cf5,False,False
驚嚇小貓,ROUND_1,7,76,6,空中攻擊「空中炸毛亂抓」,驚嚇小貓/ROUND_1/10_空中攻擊「空中炸毛亂抓」/76.webp,58a4e3fc48e0bd70550c8ca2c67eb75439fb64d8e93dee227523fc9a868b9539,detected_or_manifest,512,271,250,233,1c2bc126fecb7ff3ebd58066c4870400e47dab4b83239846cb2de24e35d5a837,False,False
驚嚇小貓,ROUND_1,8,83,3,Standing Blockstun,驚嚇小貓/ROUND_1/13_Standing_Blockstun/83.webp,d53f601e8d799030c0c704fd84935110b6de37408dda6e6c4f91bdac92bac658,detected_or_manifest,527,13,241,241,83fddad80ddf396cf25eb16d611fdf5c1706b8208b87709dc46bbc99719d20fa,False,False
驚嚇小貓,ROUND_1,8,85,5,Crouching Guard Impact,驚嚇小貓/ROUND_1/15_Crouching_Guard_Impact/85.webp,d53f601e8d799030c0c704fd84935110b6de37408dda6e6c4f91bdac92bac658,detected_or_manifest,273,263,237,216,677c60854edc4ca3a637f36dec5b759fdf319be9b471be3c973bae721d6274b4,False,False
驚嚇小貓,ROUND_1,8,86,6,Crouching Blockstun,驚嚇小貓/ROUND_1/16_Crouching_Blockstun/86.webp,d53f601e8d799030c0c704fd84935110b6de37408dda6e6c4f91bdac92bac658,detected_or_manifest,531,266,228,211,dd80eec53011e8d8914795656cb7b99927fe5e1bd9126f16f1add8496afd86f4,False,False
驚嚇小貓,ROUND_2,1,11,1,投技「啊啊啊不是你！」,驚嚇小貓/ROUND_2/01_投技「啊啊啊不是你！」/11.webp,45b96b443099241ab289a8b1c5459d7dcd6bee876bcfe6dd81c2bfaecb3b3174,detected_or_manifest,8,0,243,253,8dbb5d943b523dab6d38b4e053c20a1a09e7b738d2db3708246daab175c8d64c,False,False
驚嚇小貓,ROUND_2,1,12,2,投技「啊啊啊不是你！」,驚嚇小貓/ROUND_2/01_投技「啊啊啊不是你！」/12.webp,45b96b443099241ab289a8b1c5459d7dcd6bee876bcfe6dd81c2bfaecb3b3174,detected_or_manifest,259,7,240,238,8e4f82c82737c33855429668482255b7b723001289ef9d96462c8432711166e0,False,False
驚嚇小貓,ROUND_2,1,14,4,投技「啊啊啊不是你！」,驚嚇小貓/ROUND_2/01_投技「啊啊啊不是你！」/14.webp,45b96b443099241ab289a8b1c5459d7dcd6bee876bcfe6dd81c2bfaecb3b3174,detected_or_manifest,11,261,228,232,31bc5f369e16317f0e2a33b41293e37fa13a2c875ac9d0fb0dcbc488798f300a,False,False
驚嚇小貓,ROUND_2,1,15,5,投技「啊啊啊不是你！」,驚嚇小貓/ROUND_2/01_投技「啊啊啊不是你！」/15.webp,45b96b443099241ab289a8b1c5459d7dcd6bee876bcfe6dd81c2bfaecb3b3174,detected_or_manifest,256,267,258,226,0a21cf671799d2139c707d21e6f24da04af1656c11b76d74538c75df5b1cc38f,False,False
驚嚇小貓,ROUND_2,1,16,6,投技「啊啊啊不是你！」,驚嚇小貓/ROUND_2/01_投技「啊啊啊不是你！」/16.webp,45b96b443099241ab289a8b1c5459d7dcd6bee876bcfe6dd81c2bfaecb3b3174,detected_or_manifest,532,275,225,221,4ad43c74c89bf63e6b629ffe0eb5ee8049fa316bb6f1b57b1788b399a78e8528,False,False
驚嚇小貓,ROUND_2,3,31,1,Charge Start,驚嚇小貓/ROUND_2/11_Charge_Start/31.webp,85593b6bd0d8789f6a16640719f288607e2c871b6c25021c3aba44ff6edde9e6,detected_or_manifest,45,69,209,187,1634c37020715d2c548deb81bd84c3a91792ae8d6ed59f8abe5a6f7199cd5aa2,False,False
驚嚇小貓,ROUND_2,4,49,9,Lv3 Extreme Separation Shockwave,驚嚇小貓/ROUND_2/25_Lv3_Extreme_Separation_Shockwave/49.webp,bedc22c0c43ffe937e47262d13fbcbf9dbdd83c5ed08972fe2384c477c721dcd,manual,432,482,336,268,49e70a4e4b9d4a3b49664410fe960937c78d7da15d88c5294b4d6846b97bba58,False,True
OK喵老大,ROUND_1,1,12,2,待機,OK喵老大/ROUND_1/01_待機/12.webp,6e290b20a2c171b14f5b7b132d3f958225c7ea4c0d7fbbae530c2f0b893b36c8,detected_or_manifest,256,0,256,256,2deafd9243d4deac75a4b6a261a5f9db1d37ed6393ecea731fd6e856d6ac6b0e,False,False
OK喵老大,ROUND_1,2,24,4,跳躍,OK喵老大/ROUND_1/05_跳躍/24.webp,69de4ea21eb24435156678fe20ab37995bd750be8c73c24ec5567b6123c98363,detected_or_manifest,8,262,246,231,a59a26d40f559c5817fd9489d21d4461dbba97398a3d9e2a3c928fe770caa6f5,False,False
OK喵老大,ROUND_1,3,31,1,前衝,OK喵老大/ROUND_1/07_前衝/31.webp,e451af2f7180dd495d723a60f328cac8105f16397f9ef72d25e8ae115c414832,detected_or_manifest,0,0,256,256,fc2e487ba977541082e0651d51e8b0d6bf50706aa0d7746df2b6b768e5cf8aa8,False,False
OK喵老大,ROUND_1,3,35,5,後撤,OK喵老大/ROUND_1/08_後撤/35.webp,e451af2f7180dd495d723a60f328cac8105f16397f9ef72d25e8ae115c414832,detected_or_manifest,256,254,254,258,d2cad4abe1adbb11ce75fe8e7e616fa3968ade1e39bd7c2f69f3015c8c611a7d,False,False
OK喵老大,ROUND_1,6,63,3,下段「這個不OK」,OK喵老大/ROUND_1/11_下段「這個不OK」/63.webp,0a97fac2b69e05afa9dec8acc4e10efbccdd940529a403c5641bf277a8a6785d,detected_or_manifest,515,13,245,240,7cf4052cda136a74b4fecda24df73c4c12df1f16c971693ec455b34c527c212f,False,False
OK喵老大,ROUND_2,1,12,2,前衝,OK喵老大/ROUND_2/01_前衝/12.webp,bb7ecc36c465e007fc0a35f3c33d52f044dfd2b54d80e0577cf274a378894da4,manual,256,0,266,256,bfa5bf581fd529048e325db18b51e573b21b8661991d00a4af870b0e9086d96c,False,True
OK喵老大,ROUND_2,1,15,5,後撤,OK喵老大/ROUND_2/02_後撤/15.webp,bb7ecc36c465e007fc0a35f3c33d52f044dfd2b54d80e0577cf274a378894da4,detected_or_manifest,256,256,256,256,2726befeebf61a47e99231dc09bba5e021e0cf483f232e544641c92993d55b83,False,False
OK喵老大,ROUND_2,7,73,3,抓上半身,OK喵老大/ROUND_2/34_抓上半身/73.webp,eff28bb053aa62a031656ceeba561f56c8cce035e464c0f292d2a9945a1518e7,manual,523,13,239,239,e46c415ecc5b72967c3df8ca97f8b3944f84e3acc3a35c4c57d4532d8e3e180d,False,True
OK喵老大,ROUND_2,7,76,6,放開／退場,OK喵老大/ROUND_2/37_放開_退場/76.webp,eff28bb053aa62a031656ceeba561f56c8cce035e464c0f292d2a9945a1518e7,manual,535,295,229,168,941f65585cbc8ed48ca9bae938fe9d4965bb56e0690892adf00adf4ba028613d,False,True
OK喵老大,ROUND_2,8,82,2,低位攔截衝刺,OK喵老大/ROUND_2/39_低位攔截衝刺/82.webp,7db42445ed70abee9dc524b289158012c61decbdd5b78f19104414d3f018008f,detected_or_manifest,294,2,208,238,66eda15136ec3f5c16f15e4f5739a68190805b54be0aebf7cb9499fd6479f4c1,False,False
OK喵老大,ROUND_2,8,83,3,抓下半身,OK喵老大/ROUND_2/40_抓下半身/83.webp,7db42445ed70abee9dc524b289158012c61decbdd5b78f19104414d3f018008f,detected_or_manifest,542,75,213,146,a4fe98725ea0c99a644846be469edc9b461dc24288b74b81b40ccfcbe59e24e7,False,False
OK喵老大,ROUND_2,8,84,4,雙掌固定,OK喵老大/ROUND_2/41_雙掌固定/84.webp,7db42445ed70abee9dc524b289158012c61decbdd5b78f19104414d3f018008f,detected_or_manifest,22,278,228,168,c3ec9014c2271f202de912cd3d7d63d4918f52a27ffc60c74855a279ba1e6ab7,False,False
OK喵老大,ROUND_2,8,85,5,持續壓住下半身,OK喵老大/ROUND_2/42_持續壓住下半身/85.webp,7db42445ed70abee9dc524b289158012c61decbdd5b78f19104414d3f018008f,detected_or_manifest,260,295,253,211,067def543438aa2edd151cf71ab53269ef5dbee7e8eb3ef1735432057b7cc994,False,False
OK喵老大,ROUND_2,8,86,6,放開／退場,OK喵老大/ROUND_2/43_放開_退場/86.webp,7db42445ed70abee9dc524b289158012c61decbdd5b78f19104414d3f018008f,detected_or_manifest,536,282,210,203,40ce11038f92e718b9f8fee98ed41fa2dd06950f779acdfc48248ab4c5836540,False,False
牛來,ROUND_1,2,24,4,前衝,牛來/ROUND_1/09_前衝/24.webp,1dc03d53f27c2dba89690827bc8da89ad0783d884e88717ba3ed0fdd8e22a5fd,detected_or_manifest,0,264,251,241,66b102563e80b2d09d49067f6590295a8124cf6c446b99c6a91f41cd02c2effe,False,False
牛來,ROUND_1,2,29,9,後撤落地,牛來/ROUND_1/13_後撤落地/29.webp,1dc03d53f27c2dba89690827bc8da89ad0783d884e88717ba3ed0fdd8e22a5fd,detected_or_manifest,540,531,224,237,4b7b06926415adc525c3a5f3670bf5e2fbe4ffd920dd16208c224969f71a2f89,False,False
牛來,ROUND_1,3,31,1,Lv0 輕攻「試探拳」,牛來/ROUND_1/14_Lv0_輕攻「試探拳」/31.webp,aa726842e8821ca823231dc01ef89832f1441ffeb0b25713deef15f1875fbf97,detected_or_manifest,22,5,189,227,6214c2cdfa6e759c74b8b2d66df6343c8892ffafbef20c8da1c712e89e6a487d,False,False
牛來,ROUND_1,3,34,4,Lv3 強化動作版「試探拳」,牛來/ROUND_1/15_Lv3_強化動作版「試探拳」/34.webp,aa726842e8821ca823231dc01ef89832f1441ffeb0b25713deef15f1875fbf97,detected_or_manifest,25,254,226,240,d278e21a98616684d7b8105315315142f5e9c57c4e7efa54552f1ed26c21b7a8,False,False
牛來,ROUND_1,5,52,2,Lv0–1「怕歸怕還是要踢」,牛來/ROUND_1/18_Lv0–1「怕歸怕還是要踢」/52.webp,0654fd47717f00d2ae05d8d8d249a8eb4955637495f00e9fc08fa3add41a1085,detected_or_manifest,259,28,253,222,072b29cb54192ddb6497ea79f58b0b34f700e834d56a2af56615e24d74d4ee69,False,False
牛來,ROUND_1,5,53,3,Lv0–1「怕歸怕還是要踢」,牛來/ROUND_1/18_Lv0–1「怕歸怕還是要踢」/53.webp,0654fd47717f00d2ae05d8d8d249a8eb4955637495f00e9fc08fa3add41a1085,detected_or_manifest,512,18,245,232,036228704ee70b57d29972231f87d0b83bd0c80519d9d8b8b605085cc94ac204,False,False
牛來,ROUND_1,5,54,4,Lv2 加長版,牛來/ROUND_1/19_Lv2_加長版/54.webp,0654fd47717f00d2ae05d8d8d249a8eb4955637495f00e9fc08fa3add41a1085,detected_or_manifest,18,279,227,223,72b362e4518a13886afc5f6fd656eac22c3cbe6d2082c785017aa0c785c8d0b0,False,False
牛來,ROUND_1,5,57,7,Lv3 下段攻擊,牛來/ROUND_1/20_Lv3_下段攻擊/57.webp,0654fd47717f00d2ae05d8d8d249a8eb4955637495f00e9fc08fa3add41a1085,detected_or_manifest,0,516,253,252,9ff4f4d912b79c04ee9ae9c29ec7e20c59c49de60e965503a809fadfe6b573e7,False,False
牛來,ROUND_1,6,63,3,Lv0–1「閉眼勇氣飛踢」,牛來/ROUND_1/23_Lv0–1「閉眼勇氣飛踢」/63.webp,d2ea885275d942c09a436e9c69daedca70b1949f739a5c856044b2c22ddd08ec,detected_or_manifest,525,19,233,237,68338e7db58ed112b3d68e069127d20c0bbe183cc1e3262b06721fe34e6e894b,False,False
牛來,ROUND_1,7,72,2,站防 Lv1,牛來/ROUND_1/27_站防_Lv1/72.webp,2838b6bca20a14bbb270ed3eec3491d860bc01943f9eb4d9561e48a371eceb67,detected_or_manifest,278,9,236,243,1d23c4ba15131f7c4bd31e948a1a6da459467b59d52a2418eb996dfa709de0f4,False,False
牛來,ROUND_1,7,73,3,站防 Lv2,牛來/ROUND_1/28_站防_Lv2/73.webp,2838b6bca20a14bbb270ed3eec3491d860bc01943f9eb4d9561e48a371eceb67,detected_or_manifest,514,11,233,246,085aa1c51819c1212a701e467f62ed2e99c1cfa8492e0da3f44aff09b41f2bc0,False,False
牛來,ROUND_1,7,77,7,蹲防 Lv2,牛來/ROUND_1/32_蹲防_Lv2/77.webp,2838b6bca20a14bbb270ed3eec3491d860bc01943f9eb4d9561e48a371eceb67,detected_or_manifest,20,515,230,253,d0a594bb4055fd21138b6c83b70ecd3dc9b1fb3c51aa3924150555ffac5bf32a,False,False
牛來,ROUND_1,8,81,1,輕防禦硬直,牛來/ROUND_1/35_輕防禦硬直/81.webp,ebe23771cd160d86d2546cb14f5776a4ae3a28435a5e5961136efcbcc8fe9678,detected_or_manifest,30,13,203,220,25994b5f6b0f1e3c1ee93dccc219d793a2967d7a6ae66f4c22d3eca1f42afd4d,False,False
牛來,ROUND_1,8,82,2,重防禦硬直,牛來/ROUND_1/36_重防禦硬直/82.webp,ebe23771cd160d86d2546cb14f5776a4ae3a28435a5e5961136efcbcc8fe9678,detected_or_manifest,259,29,243,205,e1aecc2d942d3d028cb1529f0522fca4088fbbf55743d38dbfe460b1cfff0c4f,False,False
牛來,ROUND_1,8,84,4,下段受擊,牛來/ROUND_1/38_下段受擊/84.webp,ebe23771cd160d86d2546cb14f5776a4ae3a28435a5e5961136efcbcc8fe9678,detected_or_manifest,30,256,224,242,d3d49d6303b7565fb6a8b03123e2d234f6eb786f9464319c49b41f858d5b5f10,False,False
牛來,ROUND_2,1,15,5,投技「友情抱摔」,牛來/ROUND_2/01_投技「友情抱摔」/15.webp,326b64fd2d6eec531130a56aca25f7adf4e050777a1479fa90a16dd7cca421f1,detected_or_manifest,256,256,256,225,6cf5bc4b5f34d5e056f2c4c664d231a958ce3f537046811c3d9bed66939b21af,False,False
牛來,ROUND_2,2,21,1,被摔起飛,牛來/ROUND_2/02_被摔起飛/21.webp,39735502f995d6f8a96e727a9b30fedaba13b39d4fffa0ee1adcd8e7a3b38f97,detected_or_manifest,0,0,272,264,30f3acd4d338cd3822f3a0a54ffda5bd43dbe76256d2d9325d79a06a1ac9dd60,False,False
牛來,ROUND_2,2,22,2,空中翻滾,牛來/ROUND_2/03_空中翻滾/22.webp,39735502f995d6f8a96e727a9b30fedaba13b39d4fffa0ee1adcd8e7a3b38f97,detected_or_manifest,272,0,238,264,c0b724bf1ed6ef5e90cd287477a0e90a5575207fdb4a0fc18b9552f68316bc20,False,False
牛來,ROUND_2,2,23,3,Heavy Knockdown 撞地,牛來/ROUND_2/04_Heavy_Knockdown_撞地/23.webp,39735502f995d6f8a96e727a9b30fedaba13b39d4fffa0ee1adcd8e7a3b38f97,detected_or_manifest,510,0,258,264,a09b9f2b987bd2bcd7c547920a9b8f40f7714e2cffd4260dd2010d18d3d22fe7,False,False
牛來,ROUND_2,2,24,4,Heavy Knockdown 倒地,牛來/ROUND_2/05_Heavy_Knockdown_倒地/24.webp,39735502f995d6f8a96e727a9b30fedaba13b39d4fffa0ee1adcd8e7a3b38f97,detected_or_manifest,0,264,272,248,e7acd15bebfe3d85387516cece967bc066b85f65f5539f72b80a247d0fa6a767,False,False
牛來,ROUND_2,2,25,5,起身,牛來/ROUND_2/06_起身/25.webp,39735502f995d6f8a96e727a9b30fedaba13b39d4fffa0ee1adcd8e7a3b38f97,detected_or_manifest,272,264,238,248,6ef815bc59d36014d9028a99db086c0fdd49f4d8cb9a6c35b2717aa59b693006,False,False
牛來,ROUND_2,2,26,6,KO,牛來/ROUND_2/07_KO/26.webp,39735502f995d6f8a96e727a9b30fedaba13b39d4fffa0ee1adcd8e7a3b38f97,detected_or_manifest,510,264,258,248,3b05466414b09384e0ac191cac0426c5d9fc280a490b245340326e38312ec702,False,False
牛來,ROUND_2,3,32,2,持續蓄力,牛來/ROUND_2/09_持續蓄力/32.webp,375bce1d36e05d07fa3c027ea1bed4ecf26e7832aeb60dd1c68eed9c36f46503,manual,256,0,256,256,d977896a11346dfd7c1328f1bf46cdfe871c917b63a4e12bcda011a74509d61f,False,True
牛來,ROUND_2,6,61,1,「巨大夢之公牛幻影」,牛來/ROUND_2/34_「巨大夢之公牛幻影」/61.webp,e9d681f6bbf70f5f4139f904a7cddd8177e383a813c65a0bb7c6820b98cf2b1a,detected_or_manifest,0,0,956,538,a415be6cf3c529eea72ef873504ddbb29622e65104a7c4f680bbd46402375578,False,False
豹拉,ROUND_1,1,12,2,待機,豹拉/ROUND_1/01_待機/12.webp,7cbd50b6d9d72e8412b11b207f58958b3b681824fa5357b002e591d47aa0651d,detected_or_manifest,256,0,256,256,bdf2c5bb7391bad373a98cfb8c0e2d5d5d0cc52795a9dc3b84f41ab5bdc947ec,False,False
豹拉,ROUND_1,1,16,6,後走,豹拉/ROUND_1/03_後走/16.webp,7cbd50b6d9d72e8412b11b207f58958b3b681824fa5357b002e591d47aa0651d,detected_or_manifest,512,256,256,256,300d24520294633cb49db46fda44c35cee05f9de00074290a2a6225386ef2044,False,False
豹拉,ROUND_1,3,31,1,輕攻「豹爪」,豹拉/ROUND_1/09_輕攻「豹爪」/31.webp,7ff97e9021104b6d1223f9674ba2627d8e5d2747183c420f2225935a742d0b3e,detected_or_manifest,0,6,238,246,d067fe71eb26d10999d2cb44600436a57d9e67deb98b2d32a9b6e33613a42084,False,False
豹拉,ROUND_1,3,32,2,輕攻「豹爪」,豹拉/ROUND_1/09_輕攻「豹爪」/32.webp,7ff97e9021104b6d1223f9674ba2627d8e5d2747183c420f2225935a742d0b3e,detected_or_manifest,256,0,256,256,aa77c4ebe6ee51fb5b0a4754fb5cc52d93240a943fb0ae5c94f88114c753fbd6,False,False
豹拉,ROUND_1,3,34,4,輕攻「豹爪」,豹拉/ROUND_1/09_輕攻「豹爪」/34.webp,7ff97e9021104b6d1223f9674ba2627d8e5d2747183c420f2225935a742d0b3e,manual,8,257,245,236,629b30ee9b11141c322ffdea9eafefab7a71acc485696b48a6e6f0179b3a3a1f,False,True
豹拉,ROUND_1,5,51,1,下段「守線截踝」,豹拉/ROUND_1/11_下段「守線截踝」/51.webp,1fcba322d6e806b7511693b248a872e2a4453f8ce502a893ee37d7a8a288adf1,detected_or_manifest,0,0,256,248,54d00d02154bc55e24bccce5e1ef7f73296988215ab581e09a95403ca8bd7e5b,False,False
豹拉,ROUND_1,5,52,2,下段「守線截踝」,豹拉/ROUND_1/11_下段「守線截踝」/52.webp,1fcba322d6e806b7511693b248a872e2a4453f8ce502a893ee37d7a8a288adf1,detected_or_manifest,256,0,264,248,f7ac32c49c7de08a565ae9492e2fecc4a229ea06e79a41c0bc2377a4c7c9c96b,False,False
豹拉,ROUND_1,5,53,3,下段「守線截踝」,豹拉/ROUND_1/11_下段「守線截踝」/53.webp,1fcba322d6e806b7511693b248a872e2a4453f8ce502a893ee37d7a8a288adf1,detected_or_manifest,520,0,248,248,ab66b4dffd5f51097e992d01ce7bd42f9f2b97592a0d2888e5b95e2f22ff15c6,False,False
