character,round,action_folder,frame_ids,frame_count
哥布林也想談戀愛,ROUND_1,16_Medium_Hitstun,38.webp,1
哥布林也想談戀愛,ROUND_1,17_Heavy_Stagger,39.webp,1
哥布林也想談戀愛,ROUND_1,18_輕攻「那個...妳好」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
哥布林也想談戀愛,ROUND_1,19_重攻「戀愛頭槌」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
哥布林也想談戀愛,ROUND_1,20_下段「卑微求愛掃腿」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
哥布林也想談戀愛,ROUND_1,21_空中攻擊「從天而降的告白」,71.webp;72.webp;73.webp;74.webp;75.webp;76.webp,6
哥布林也想談戀愛,ROUND_1,22_普通投技「不要走！」,81.webp;82.webp;83.webp;84.webp;85.webp;86.webp,6
哥布林也想談戀愛,ROUND_1,23_Charge_Start,91.webp,1
哥布林也想談戀愛,ROUND_1,24_Charge_Loop,92.webp,1
哥布林也想談戀愛,ROUND_1,25_Lv1「抱一下就好」,93.webp,1
哥布林也想談戀愛,ROUND_1,26_Lv2「真的一下就好」Step-In,94.webp,1
哥布林也想談戀愛,ROUND_1,27_Lv3「我會對妳負責的！」Rush_Grab,95.webp,1
哥布林也想談戀愛,ROUND_1,28_成功抱住,96.webp,1
哥布林也想談戀愛,ROUND_1,29_Lv1_Whiff_Recovery,97.webp,1
哥布林也想談戀愛,ROUND_1,30_Lv2_Whiff_Recovery,98.webp,1
哥布林也想談戀愛,ROUND_1,31_Lv3_Catastrophic_Whiff_Recovery,99.webp,1
哥布林也想談戀愛,ROUND_1,32_Thrown_Start,101.webp,1
哥布林也想談戀愛,ROUND_1,33_空中被摔,102.webp,1
哥布林也想談戀愛,ROUND_1,34_撞地,103.webp,1
哥布林也想談戀愛,ROUND_1,35_Knockdown_Hold,104.webp,1
哥布林也想談戀愛,ROUND_1,36_起身開始,105.webp,1
哥布林也想談戀愛,ROUND_1,37_起身中段,106.webp,1
哥布林也想談戀愛,ROUND_1,38_起身完成,107.webp,1
哥布林也想談戀愛,ROUND_1,39_KO_Collapse,108.webp,1
哥布林也想談戀愛,ROUND_1,40_KO_Hold,109.webp,1
哥布林也想談戀愛,ROUND_2,01_Ultimate_決意,11.webp,1
哥布林也想談戀愛,ROUND_2,02_「長老您保重」自我生命犧牲,12.webp,1
哥布林也想談戀愛,ROUND_2,03_變身臨界,13.webp,1
哥布林也想談戀愛,ROUND_2,04_戀愛覺醒_Reveal,14.webp,1
哥布林也想談戀愛,ROUND_2,05_覺醒後第一步,15.webp,1
哥布林也想談戀愛,ROUND_2,06_Mode_Handoff,16.webp,1
哥布林也想談戀愛,ROUND_2,07_覺醒_Idle,21.webp;22.webp;23.webp,3
哥布林也想談戀愛,ROUND_2,08_強化前走,24.webp;25.webp;26.webp,3
哥布林也想談戀愛,ROUND_2,09_後走,27.webp;28.webp;29.webp,3
哥布林也想談戀愛,ROUND_2,10_蹲下,31.webp,1
哥布林也想談戀愛,ROUND_2,11_跳躍,32.webp;33.webp,2
哥布林也想談戀愛,ROUND_2,12_落地,34.webp,1
哥布林也想談戀愛,ROUND_2,13_前衝,35.webp;36.webp,2
哥布林也想談戀愛,ROUND_2,14_後撤,37.webp;38.webp;39.webp,3
哥布林也想談戀愛,ROUND_2,15_站防,41.webp,1
哥布林也想談戀愛,ROUND_2,16_站防_Impact,42.webp,1
哥布林也想談戀愛,ROUND_2,17_站防硬直,43.webp,1
哥布林也想談戀愛,ROUND_2,18_蹲防,44.webp,1
哥布林也想談戀愛,ROUND_2,19_蹲防_Impact,45.webp,1
哥布林也想談戀愛,ROUND_2,20_蹲防硬直,46.webp,1
哥布林也想談戀愛,ROUND_2,21_Light_Hitstun,47.webp,1
哥布林也想談戀愛,ROUND_2,22_Medium_Hitstun,48.webp,1
哥布林也想談戀愛,ROUND_2,23_Heavy_Stagger,49.webp,1
哥布林也想談戀愛,ROUND_2,24_Light「那個...妳好」,51.webp;52.webp;53.webp,3
哥布林也想談戀愛,ROUND_2,25_Low「卑微求愛掃腿」,54.webp;55.webp;56.webp;57.webp;58.webp;59.webp,6
哥布林也想談戀愛,ROUND_2,26_覺醒_Heavy「戀愛頭槌」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
哥布林也想談戀愛,ROUND_2,27_「從天而降的告白」,71.webp;72.webp;73.webp,3
哥布林也想談戀愛,ROUND_2,28_強化普通投技「不要走！」,74.webp;75.webp;76.webp;77.webp;78.webp;79.webp,6
哥布林也想談戀愛,ROUND_2,29_Charge_Start,81.webp,1
哥布林也想談戀愛,ROUND_2,30_Charge_Hold,82.webp,1
哥布林也想談戀愛,ROUND_2,31_強化_Lv1「抱一下就好」,83.webp,1
哥布林也想談戀愛,ROUND_2,32_強化_Lv2「真的一下就好」,84.webp,1
哥布林也想談戀愛,ROUND_2,33_強化_Lv3「我會對妳負責的！」,85.webp,1
哥布林也想談戀愛,ROUND_2,34_成功擁抱,86.webp,1
哥布林也想談戀愛,ROUND_2,35_Lv1_Lv2_正常後續,87.webp,1
哥布林也想談戀愛,ROUND_2,36_Lv2_Whiff,88.webp,1
哥布林也想談戀愛,ROUND_2,37_Lv3_Catastrophic_Whiff,89.webp,1
哥布林也想談戀愛,ROUND_2,38_Mode_Thrown_Start,91.webp,1
哥布林也想談戀愛,ROUND_2,39_空中翻滾,92.webp,1
哥布林也想談戀愛,ROUND_2,40_撞地,93.webp,1
哥布林也想談戀愛,ROUND_2,41_Knockdown_Hold,94.webp,1
哥布林也想談戀愛,ROUND_2,42_起身開始,95.webp,1
哥布林也想談戀愛,ROUND_2,43_起身中段,96.webp,1
哥布林也想談戀愛,ROUND_2,44_起身完成,97.webp,1
哥布林也想談戀愛,ROUND_2,45_KO_Collapse,98.webp,1
哥布林也想談戀愛,ROUND_2,46_KO_Hold,99.webp,1
我的刀盾,ROUND_1,01_待機,11.webp;12.webp,2
我的刀盾,ROUND_1,02_前走,13.webp;14.webp,2
我的刀盾,ROUND_1,03_後走,15.webp;16.webp,2
我的刀盾,ROUND_1,04_蹲下,17.webp,1
我的刀盾,ROUND_1,05_跳躍,18.webp,1
我的刀盾,ROUND_1,06_落地,19.webp,1
我的刀盾,ROUND_1,07_前衝,21.webp;22.webp;23.webp,3
我的刀盾,ROUND_1,08_後撤,24.webp;25.webp;26.webp,3
我的刀盾,ROUND_1,09_輕攻「鈍刀試砍」,31.webp;32.webp;33.webp;34.webp;35.webp;36.webp,6
我的刀盾,ROUND_1,10_重攻「盾開路」＝盾擊to大鈍刀斬,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp;47.webp;48.webp;49.webp,9
我的刀盾,ROUND_1,11_下段「盾底掃腿」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
我的刀盾,ROUND_1,12_空中攻擊「盾牌墜擊」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
我的刀盾,ROUND_1,13_站防「不動如盾」,71.webp,1
我的刀盾,ROUND_1,14_蹲防,72.webp,1
我的刀盾,ROUND_1,15_各類防禦硬直,73.webp;74.webp;75.webp;76.webp,4
我的刀盾,ROUND_1,16_各類受擊,77.webp;78.webp;79.webp,3
我的刀盾,ROUND_1,17_投技「盾牌請你出去」,81.webp;82.webp;83.webp;84.webp;85.webp;86.webp,6
我的刀盾,ROUND_2,01_被摔_翻滾_倒地_起身_KO,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp,6
我的刀盾,ROUND_2,02_「鈍刀蓄斬」蓄力,21.webp;22.webp;23.webp,3
我的刀盾,ROUND_2,03_Lv1「鈍斬」,24.webp;25.webp,2
我的刀盾,ROUND_2,04_Lv2「重鈍斬」,26.webp;27.webp,2
我的刀盾,ROUND_2,05_Lv3「超級鈍刀蓄斬」,28.webp;29.webp,2
我的刀盾,ROUND_2,06_Lv1～Lv3_鈍刀斬_VFX,31.webp;32.webp;33.webp;34.webp;35.webp;36.webp;37.webp;38.webp;39.webp,9
我的刀盾,ROUND_2,07_Ultimate「汪爆氣流斬」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp;47.webp;48.webp;49.webp,9
我的刀盾,ROUND_2,08_雙刀待機,51.webp;52.webp,2
我的刀盾,ROUND_2,09_雙刀前走,53.webp;54.webp,2
我的刀盾,ROUND_2,10_雙刀後走,55.webp;56.webp,2
我的刀盾,ROUND_2,11_雙刀蹲下,57.webp,1
我的刀盾,ROUND_2,12_雙刀跳躍,58.webp,1
我的刀盾,ROUND_2,13_雙刀落地,59.webp,1
我的刀盾,ROUND_2,14_雙刀前衝,61.webp;62.webp;63.webp,3
我的刀盾,ROUND_2,15_雙刀後撤,64.webp;65.webp;66.webp,3
我的刀盾,ROUND_2,16_雙刀輕攻,71.webp;72.webp;73.webp;74.webp;75.webp;76.webp,6
我的刀盾,ROUND_2,17_雙刀重攻,81.webp;82.webp;83.webp;84.webp;85.webp;86.webp,6
我的刀盾,ROUND_2,18_雙刀下段「雙刃剪腳」,91.webp;92.webp;93.webp;94.webp;95.webp;96.webp,6
我的刀盾,ROUND_2,19_雙刀空中攻擊「交叉落月斬」,101.webp;102.webp;103.webp;104.webp;105.webp;106.webp,6
沙拉貓貓,ROUND_1,01_待機,11.webp;12.webp;13.webp,3
沙拉貓貓,ROUND_1,02_前走,14.webp;15.webp;16.webp,3
沙拉貓貓,ROUND_1,03_後走,21.webp;22.webp;23.webp,3
沙拉貓貓,ROUND_1,04_蹲下,24.webp,1
沙拉貓貓,ROUND_1,05_跳躍,25.webp;26.webp;27.webp;28.webp,4
沙拉貓貓,ROUND_1,06_落地,29.webp,1
沙拉貓貓,ROUND_1,07_輕攻「菜葉甩臉」,31.webp;32.webp;33.webp;34.webp;35.webp;36.webp,6
沙拉貓貓,ROUND_1,08_重攻「整盆不要！」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
沙拉貓貓,ROUND_1,09_下段「菜梗掃地」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
沙拉貓貓,ROUND_1,10_空中攻擊「空投沙拉盆」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
沙拉貓貓,ROUND_1,11_站防「拿盆擋一下」,71.webp,1
沙拉貓貓,ROUND_1,12_站防命中,72.webp,1
沙拉貓貓,ROUND_1,13_站防硬直,73.webp,1
沙拉貓貓,ROUND_1,14_蹲防,74.webp,1
沙拉貓貓,ROUND_1,15_蹲防命中,75.webp,1
沙拉貓貓,ROUND_1,16_蹲防硬直,76.webp,1
沙拉貓貓,ROUND_1,17_上段輕受擊,81.webp,1
沙拉貓貓,ROUND_1,18_中段受擊,82.webp,1
沙拉貓貓,ROUND_1,19_下段受擊,83.webp,1
沙拉貓貓,ROUND_1,20_重擊後仰,84.webp,1
沙拉貓貓,ROUND_1,21_Counter_Hit_大後仰,85.webp,1
沙拉貓貓,ROUND_1,22_受擊恢復,86.webp,1
沙拉貓貓,ROUND_1,23_普通空沙拉盆,91.webp,1
沙拉貓貓,ROUND_1,24_裝滿沙拉的標準沙拉盆,92.webp,1
沙拉貓貓,ROUND_1,25_「菜葉甩臉」菜葉,93.webp,1
沙拉貓貓,ROUND_1,26_「菜梗掃地」長菜梗,94.webp,1
沙拉貓貓,ROUND_1,27_小型沙拉碎片,95.webp,1
沙拉貓貓,ROUND_1,28_沙拉盆震動_命中粒子,96.webp,1
沙拉貓貓,ROUND_2,01_前衝,11.webp;12.webp;13.webp,3
沙拉貓貓,ROUND_2,02_後撤,14.webp;15.webp;16.webp,3
沙拉貓貓,ROUND_2,03_投技「你吃掉！」,21.webp;22.webp;23.webp;24.webp;25.webp;26.webp,6
沙拉貓貓,ROUND_2,04_重擊起飛,31.webp,1
沙拉貓貓,ROUND_2,05_空中被摔,32.webp,1
沙拉貓貓,ROUND_2,06_落地前,33.webp,1
沙拉貓貓,ROUND_2,07_倒地撞擊,34.webp,1
沙拉貓貓,ROUND_2,08_倒地,35.webp,1
沙拉貓貓,ROUND_2,09_Soft_Knockdown_恢復,36.webp,1
沙拉貓貓,ROUND_2,10_起身前段,37.webp,1
沙拉貓貓,ROUND_2,11_起身後段,38.webp,1
沙拉貓貓,ROUND_2,12_KO,39.webp,1
沙拉貓貓,ROUND_2,13_開始蓄力,41.webp,1
沙拉貓貓,ROUND_2,14_蓄力維持,42.webp,1
沙拉貓貓,ROUND_2,15_最大蓄力,43.webp,1
沙拉貓貓,ROUND_2,16_放招準備,44.webp,1
沙拉貓貓,ROUND_2,17_「拒吃震波」釋放,45.webp,1
沙拉貓貓,ROUND_2,18_後座_恢復,46.webp,1
沙拉貓貓,ROUND_2,19_蓄力壓力核心,51.webp,1
沙拉貓貓,ROUND_2,20_Lv1「不要」短震波,52.webp,1
沙拉貓貓,ROUND_2,21_Lv1_Pushback_命中特效,53.webp,1
沙拉貓貓,ROUND_2,22_Lv2「我說不要」大型震波,54.webp;55.webp,2
沙拉貓貓,ROUND_2,23_Lv2_Soft_Knockdown_命中特效,56.webp,1
沙拉貓貓,ROUND_2,24_Lv3「我真的不吃！」巨大拒絕震波,57.webp;58.webp,2
沙拉貓貓,ROUND_2,25_Lv3_Neutral_Reset_Corner_Escape_爆發,59.webp,1
沙拉貓貓,ROUND_2,26_Ultimate_發動,61.webp,1
沙拉貓貓,ROUND_2,27_確認對手位置,62.webp,1
沙拉貓貓,ROUND_2,28_呼叫巨大沙拉盆,63.webp,1
沙拉貓貓,ROUND_2,29_Overhead_階段準備,64.webp,1
沙拉貓貓,ROUND_2,30_Low_Shockwave_階段後座,65.webp,1
沙拉貓貓,ROUND_2,31_Ultimate_收招_退回中距離,66.webp,1
沙拉貓貓,ROUND_2,32_巨大沙拉盆本體,71.webp,1
沙拉貓貓,ROUND_2,33_高空落下,72.webp,1
沙拉貓貓,ROUND_2,34_高速下降,73.webp,1
沙拉貓貓,ROUND_2,35_Overhead_Active,74.webp,1
沙拉貓貓,ROUND_2,36_撞擊地面,75.webp,1
沙拉貓貓,ROUND_2,37_沙拉盆留在地面_銜接第二段,76.webp,1
沙拉貓貓,ROUND_2,38_沙拉盆下降風壓,81.webp,1
沙拉貓貓,ROUND_2,39_Overhead_命中特效,82.webp,1
沙拉貓貓,ROUND_2,40_Overhead_沙拉飛散,83.webp,1
沙拉貓貓,ROUND_2,41_地面撞擊核心,84.webp,1
沙拉貓貓,ROUND_2,42_第二段_LOW_Shockwave_起始,85.webp,1
沙拉貓貓,ROUND_2,43_LOW_大範圍震波,86.webp,1
沙拉貓貓,ROUND_2,44_Low_左側震波,87.webp,1
沙拉貓貓,ROUND_2,45_Low_右側震波,88.webp,1
沙拉貓貓,ROUND_2,46_Neutral_Reset_最終爆發,89.webp,1
牛來,ROUND_1,01_待機_Courage_Lv0「膽小」,11.webp,1
牛來,ROUND_1,02_待機_Courage_Lv3「夢的勇士」,12.webp,1
牛來,ROUND_1,03_前走_Lv0–1,13.webp;14.webp,2
牛來,ROUND_1,04_強化前走_Lv2–3,15.webp;16.webp,2
牛來,ROUND_1,05_後走,17.webp;18.webp,2
牛來,ROUND_1,06_蹲下,19.webp,1
牛來,ROUND_1,07_跳躍,21.webp;22.webp,2
牛來,ROUND_1,08_落地,23.webp,1
牛來,ROUND_1,09_前衝,24.webp;25.webp,2
牛來,ROUND_1,10_前衝收招_Lv0–1,26.webp,1
牛來,ROUND_1,11_強化前衝收招_Lv2–3,27.webp,1
牛來,ROUND_1,12_後撤,28.webp,1
牛來,ROUND_1,13_後撤落地,29.webp,1
牛來,ROUND_1,14_Lv0_輕攻「試探拳」,31.webp;32.webp;33.webp,3
牛來,ROUND_1,15_Lv3_強化動作版「試探拳」,34.webp;35.webp;36.webp,3
牛來,ROUND_1,16_Lv0–1_重攻「牛角重槌」,41.webp;42.webp;43.webp,3
牛來,ROUND_1,17_Lv2–3_前踏版「牛角重槌」,44.webp;45.webp;46.webp,3
牛來,ROUND_1,18_Lv0–1「怕歸怕還是要踢」,51.webp;52.webp;53.webp,3
牛來,ROUND_1,19_Lv2_加長版,54.webp;55.webp;56.webp,3
牛來,ROUND_1,20_Lv3_下段攻擊,57.webp,1
牛來,ROUND_1,21_Lv3_Counter_Hit_後向前確認,58.webp,1
牛來,ROUND_1,22_Lv3_接輕攻準備,59.webp,1
牛來,ROUND_1,23_Lv0–1「閉眼勇氣飛踢」,61.webp;62.webp;63.webp,3
牛來,ROUND_1,24_Lv2_前進版,64.webp;65.webp;66.webp,3
牛來,ROUND_1,25_Lv3_完整_Jump-in_版,67.webp;68.webp;69.webp,3
牛來,ROUND_1,26_站防_Lv0,71.webp,1
牛來,ROUND_1,27_站防_Lv1,72.webp,1
牛來,ROUND_1,28_站防_Lv2,73.webp,1
牛來,ROUND_1,29_站防_Lv3,74.webp,1
牛來,ROUND_1,30_蹲防_Lv0,75.webp,1
牛來,ROUND_1,31_蹲防_Lv1,76.webp,1
牛來,ROUND_1,32_蹲防_Lv2,77.webp,1
牛來,ROUND_1,33_蹲防_Lv3,78.webp,1
牛來,ROUND_1,34_防禦解除_回待機,79.webp,1
牛來,ROUND_1,35_輕防禦硬直,81.webp,1
牛來,ROUND_1,36_重防禦硬直,82.webp,1
牛來,ROUND_1,37_上段受擊,83.webp,1
牛來,ROUND_1,38_下段受擊,84.webp,1
牛來,ROUND_1,39_重受擊,85.webp,1
牛來,ROUND_1,40_空中受擊,86.webp,1
牛來,ROUND_2,01_投技「友情抱摔」,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp,6
牛來,ROUND_2,02_被摔起飛,21.webp,1
牛來,ROUND_2,03_空中翻滾,22.webp,1
牛來,ROUND_2,04_Heavy_Knockdown_撞地,23.webp,1
牛來,ROUND_2,05_Heavy_Knockdown_倒地,24.webp,1
牛來,ROUND_2,06_起身,25.webp,1
牛來,ROUND_2,07_KO,26.webp,1
牛來,ROUND_2,08_開始蓄力_深呼吸,31.webp,1
牛來,ROUND_2,09_持續蓄力,32.webp;33.webp,2
牛來,ROUND_2,10_Charge_Lv1「小聲打氣」,34.webp,1
牛來,ROUND_2,11_Lv1_尷尬後座_收招,35.webp,1
牛來,ROUND_2,12_Charge_Lv2「站起來！」,36.webp,1
牛來,ROUND_2,13_Lv2_勇氣提升後收招,37.webp,1
牛來,ROUND_2,14_Charge_Lv3「牛來，站起來！」,38.webp,1
牛來,ROUND_2,15_Lv3_收招,39.webp,1
牛來,ROUND_2,16_牛角蓄力光_Lv1,41.webp,1
牛來,ROUND_2,17_牛角強蓄力光,42.webp,1
牛來,ROUND_2,18_Courage_+1_爆發,43.webp,1
牛來,ROUND_2,19_Courage_+1_收束,44.webp,1
牛來,ROUND_2,20_Lv1_咆哮推退_VFX,45.webp,1
牛來,ROUND_2,21_Lv3_咆哮推退_VFX,46.webp,1
牛來,ROUND_2,22_Courage_-1_破裂,47.webp,1
牛來,ROUND_2,23_Courage_-1_掉落粒子,48.webp,1
牛來,ROUND_2,24_Courage_Lv3_達成特效,49.webp,1
牛來,ROUND_2,25_Ultimate_發動決意,51.webp,1
牛來,ROUND_2,26_夢之牛角突進起手,52.webp,1
牛來,ROUND_2,27_「夢之牛角撞擊」有效攻擊,53.webp,1
牛來,ROUND_2,28_Ultimate_揮空大硬直,54.webp,1
牛來,ROUND_2,29_命中確認_夢境啟動,55.webp,1
牛來,ROUND_2,30_Courage_Lv0～Lv2_共用「夢境覺醒」收尾,56.webp,1
牛來,ROUND_2,31_Courage_Lv3_夢境轉場,57.webp,1
牛來,ROUND_2,32_Courage_Lv3_完整「夢境覺醒」衝鋒,58.webp,1
牛來,ROUND_2,33_Ultimate_結束toCourage_重置_Lv0,59.webp,1
牛來,ROUND_2,34_「巨大夢之公牛幻影」,61.webp,1
牛來,ROUND_2,35_夢之牛角命中特效,71.webp,1
牛來,ROUND_2,36_Hit_Confirm_夢境啟動,72.webp,1
牛來,ROUND_2,37_Courage_Lv0_基礎終結撞擊,73.webp,1
牛來,ROUND_2,38_Lv0_終結殘留,74.webp,1
牛來,ROUND_2,39_Courage_Lv1_Corner_Carry_軌跡,75.webp,1
牛來,ROUND_2,40_Courage_Lv1_Carry_撞擊,76.webp,1
牛來,ROUND_2,41_Courage_Lv2_強化位置獎勵撞擊,77.webp,1
牛來,ROUND_2,42_Courage_Lv3_完整夢境衝鋒軌跡,78.webp,1
牛來,ROUND_2,43_Courage_Lv3_最終「夢境覺醒」撞擊,79.webp,1
粉藍星星,ROUND_1,01_待機,11.webp;12.webp;13.webp,3
粉藍星星,ROUND_1,02_前走,14.webp;15.webp;16.webp,3
粉藍星星,ROUND_1,03_後走,17.webp;18.webp;19.webp,3
粉藍星星,ROUND_1,04_蹲下,21.webp,1
粉藍星星,ROUND_1,05_跳躍,22.webp;23.webp;24.webp,3
粉藍星星,ROUND_1,06_落地,25.webp,1
粉藍星星,ROUND_1,07_前衝,26.webp;27.webp,2
粉藍星星,ROUND_1,08_後撤,28.webp;29.webp,2
粉藍星星,ROUND_1,09_站防,31.webp,1
粉藍星星,ROUND_1,10_站防硬直,32.webp;33.webp,2
粉藍星星,ROUND_1,11_蹲防,34.webp,1
粉藍星星,ROUND_1,12_蹲防硬直,35.webp;36.webp,2
粉藍星星,ROUND_1,13_輕_中_重受擊,37.webp;38.webp;39.webp,3
粉藍星星,ROUND_1,14_輕攻「甜心拍拍」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
粉藍星星,ROUND_1,15_重攻「星星頭槌」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
粉藍星星,ROUND_1,16_下段「星角鏟地」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
粉藍星星,ROUND_1,17_空中攻擊「尖叫星落」,71.webp;72.webp;73.webp;74.webp;75.webp;76.webp,6
粉藍星星,ROUND_1,18_投技「不要抱我！」,81.webp;82.webp;83.webp;84.webp;85.webp,5
粉藍星星,ROUND_1,19_被摔飛,86.webp,1
粉藍星星,ROUND_1,20_倒地,87.webp,1
粉藍星星,ROUND_1,21_起身,88.webp,1
粉藍星星,ROUND_1,22_KO,89.webp,1
粉藍星星,ROUND_1,23_「尖叫爆震」蓄力,91.webp;92.webp;93.webp,3
粉藍星星,ROUND_1,24_「尖叫爆震」釋放_後座_收招,94.webp;95.webp;96.webp,3
粉藍星星,ROUND_1,25_Lv1～Lv3_蓄力_VFX,101.webp;102.webp;103.webp,3
粉藍星星,ROUND_1,26_Lv1「短尖叫」VFX,104.webp,1
粉藍星星,ROUND_1,27_Lv2「爆震」VFX,105.webp,1
粉藍星星,ROUND_1,28_Lv3「超音量尖叫」VFX,106.webp,1
粉藍星星,ROUND_1,29_「尖叫星落」聲波_VFX,107.webp,1
粉藍星星,ROUND_1,30_聲波命中_Pushback_VFX,108.webp;109.webp,2
粉藍星星,ROUND_2,01_Ultimate「派甜心假面...露出」變身,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp;17.webp;18.webp;19.webp,9
粉藍星星,ROUND_2,02_TRUE_FACE_待機,21.webp;22.webp,2
粉藍星星,ROUND_2,03_前走,23.webp;24.webp,2
粉藍星星,ROUND_2,04_強化前衝,25.webp,1
粉藍星星,ROUND_2,05_Dash_Cancel,26.webp,1
粉藍星星,ROUND_2,06_後走,27.webp,1
粉藍星星,ROUND_2,07_蹲下,28.webp,1
粉藍星星,ROUND_2,08_跳躍,29.webp,1
粉藍星星,ROUND_2,09_站防,31.webp,1
粉藍星星,ROUND_2,10_站防硬直,32.webp,1
粉藍星星,ROUND_2,11_蹲防,33.webp,1
粉藍星星,ROUND_2,12_蹲防硬直,34.webp,1
粉藍星星,ROUND_2,13_受擊_被摔_倒地_起身_KO,35.webp;36.webp;37.webp;38.webp;39.webp,5
粉藍星星,ROUND_2,14_輕攻「瘋狂連抓」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
粉藍星星,ROUND_2,15_重攻「捕食」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
粉藍星星,ROUND_2,16_下段「匍匐咬腳」,61.webp;62.webp;63.webp;64.webp;65.webp,5
粉藍星星,ROUND_2,17_空中攻擊「捕食墜落」,66.webp;67.webp;68.webp;69.webp,4
粉藍星星,ROUND_2,18_TRUE_FACE_投技,71.webp;72.webp;73.webp;74.webp;75.webp;76.webp,6
粉藍星星,ROUND_2,19_「貼臉尖叫」蓄力,81.webp;82.webp;83.webp,3
粉藍星星,ROUND_2,20_「貼臉尖叫」釋放_收招,84.webp;85.webp;86.webp,3
粉藍星星,ROUND_2,21_變身_VFX,91.webp;92.webp;93.webp,3
粉藍星星,ROUND_2,22_Lv1_貼臉聲波,94.webp,1
粉藍星星,ROUND_2,23_Lv2_貼臉聲波,95.webp,1
粉藍星星,ROUND_2,24_Lv3_恐怖尖叫,96.webp,1
粉藍星星,ROUND_2,25_Finisher_地面震波_覺醒_VFX,97.webp;98.webp;99.webp,3
粉藍星星,ROUND_2,26_TRUE_FACE_最終_Finisher,101.webp;102.webp;103.webp;104.webp;105.webp,5
粉藍星星,ROUND_2,27_TRUE_FACE_力竭,106.webp,1
粉藍星星,ROUND_2,28_「假面崩潰」逆變身,107.webp;108.webp,2
粉藍星星,ROUND_2,29_回到普通粉藍星星,109.webp,1
蘸醬胡渣狗,ROUND_1,01_待機_看碗_聞飯,11.webp;12.webp;13.webp,3
蘸醬胡渣狗,ROUND_1,02_前走,14.webp;15.webp;16.webp,3
蘸醬胡渣狗,ROUND_1,03_後走,21.webp;22.webp;23.webp,3
蘸醬胡渣狗,ROUND_1,04_蹲下,24.webp,1
蘸醬胡渣狗,ROUND_1,05_跳躍,25.webp;26.webp;27.webp;28.webp,4
蘸醬胡渣狗,ROUND_1,06_落地,29.webp,1
蘸醬胡渣狗,ROUND_1,07_輕攻「討飯小爪」,31.webp;32.webp;33.webp;34.webp;35.webp;36.webp,6
蘸醬胡渣狗,ROUND_1,08_重攻「破碗敲頭」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
蘸醬胡渣狗,ROUND_1,09_下段「低頭撿飯」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
蘸醬胡渣狗,ROUND_1,10_空中攻擊「搶飯飛撲」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
蘸醬胡渣狗,ROUND_1,11_站防「破碗遮臉」,71.webp,1
蘸醬胡渣狗,ROUND_1,12_站防_Impact,72.webp,1
蘸醬胡渣狗,ROUND_1,13_站防硬直,73.webp,1
蘸醬胡渣狗,ROUND_1,14_蹲防,74.webp,1
蘸醬胡渣狗,ROUND_1,15_蹲防_Impact,75.webp,1
蘸醬胡渣狗,ROUND_1,16_蹲防硬直,76.webp,1
蘸醬胡渣狗,ROUND_1,17_上段受擊,81.webp,1
蘸醬胡渣狗,ROUND_1,18_臉部受擊,82.webp,1
蘸醬胡渣狗,ROUND_1,19_中段受擊,83.webp,1
蘸醬胡渣狗,ROUND_1,20_下段受擊,84.webp,1
蘸醬胡渣狗,ROUND_1,21_Heavy_Hit_Reel,85.webp,1
蘸醬胡渣狗,ROUND_1,22_受擊恢復,86.webp,1
蘸醬胡渣狗,ROUND_1,23_空破碗_Master,91.webp,1
蘸醬胡渣狗,ROUND_1,24_裝滿醬的破碗_Master,92.webp,1
蘸醬胡渣狗,ROUND_1,25_標準黏醬材質,93.webp,1
蘸醬胡渣狗,ROUND_1,26_小型醬汁滴落群,94.webp,1
蘸醬胡渣狗,ROUND_1,27_「低頭撿飯」小食物碎屑,95.webp,1
蘸醬胡渣狗,ROUND_1,28_破碗震動_局部醬汁灑出模組,96.webp,1
蘸醬胡渣狗,ROUND_2,01_前衝,11.webp;12.webp;13.webp,3
蘸醬胡渣狗,ROUND_2,02_後撤,14.webp;15.webp;16.webp,3
